Worker_name,Assignment,Unit,Role,Message,Message Number
7K6YUIHA8ADPUAF7MY,455,910,Domain Expert,"No, not really. There is a lot going on and even ""old"" position models sometimes come back in a slight variant because they have a specific property that is useful for a new model or task.
 Facts: 
1. Overall there is a huge variety of methods that add both absolute and relative position information to Transformer model.
",11
1OTOYRFX5WFOF1T,457,913,Proponent,"Hi, what are information-seeking questions?",0
1OTOYRFX5WFOF1T,457,913,Proponent,Can you give an example for that?,2
1OTOYRFX5WFOF1T,457,913,Proponent,"Yes, please tell me more about how the data was collected and annotated.",4
1OTOYRFX5WFOF1T,457,913,Proponent,Was there any quality assurance process included between both steps?,6
1OTOYRFX5WFOF1T,457,913,Proponent,"Hm, too bad. If we don't know how good the data is, doesn't this make it difficult to assess the performance of any model?",8
1OTOYRFX5WFOF1T,457,913,Proponent,"Hm, interesting. What models were investigated and on which QA tasks were they evaluated?",10
QHUYA2WFITGO,457,914,Domain Expert,"Hi! Information seeking questions are goal-priented questions that seek for specific information in a specific paper unlike e.g. open domain questions.
 Facts: 
1. Readers of academic research papers often read with the goal of answering specific questions
2. xisting informationseeking question answering datasets usually contain questions about generic factoid-type information.
",1
QHUYA2WFITGO,457,914,Domain Expert,"Sure! An example would be your initial question ""What are information-seeking questions?"". For this data a set of NLP experts was asked to come up with  questions on a paper based on title and abstract. Would you like to know more about the annotation process?
 Facts: 
1.  Each question is written by an NLP practitioner who read only the title and abstract of the corresponding paper, and the question seeks information present in the full text.
",3
QHUYA2WFITGO,457,914,Domain Expert,"For a limited set of papers the first set of NLP experts would come up with the mentioned information-seeking questions. Another set of experts was then presented the questions and had to write an answer and provide evidence from the paper (if possible).
 Facts: 
1. a dataset of 5,049 questions over 1,585 Natural Language Processing papers. Each question is written by an NLP practitioner 
2. questions are then answered by a separate set of NLP practitioners who also provide supporting evidence
",5
QHUYA2WFITGO,457,914,Domain Expert,"I cannot answer this from abstract and introduction. But you might be interested in model performance on the data, right?",7
QHUYA2WFITGO,457,914,Domain Expert,"Yes, this is very true. In fact, the model performance is rather low, suggesting possibly a very high complexity of the task - or possibly an ill-defined task setup.
 Facts: 
1. We find that existing models that do well on other QA tasks do not perform well on answering these questions, underperforming humans by at least 27 F 1 points when answering them from entire papers
",9
QHUYA2WFITGO,457,914,Domain Expert,LED and IR-baselines were used. The dataset combines multiple question types that require yes/no answers or full sentences from the paper.,11
QHUYA2WFITGO,460,919,Proponent,Hi! What is the main idea of the paper?,0
QHUYA2WFITGO,460,919,Proponent,"Yes, that sounds very smart! Is the effect of potential biases introduced this way investigated?",2
QHUYA2WFITGO,460,919,Proponent,"Yes, it does! I see that the underlying data domain are tweets on Covid-19 -- can you tell me more about the dataset used??",4
QHUYA2WFITGO,460,919,Proponent,"I see! I think it seems like a moderately difficult task, although I could imagine there are some ambiguities. I would say it is fitting. Can you tell me how the different sorting strategies looked like?",6
QHUYA2WFITGO,460,919,Proponent,"Yes, while it might not cover the whole complexity of difficulty this is the quantity we are most interested in the end. Time and hereby money for annotation. I am wondering, did the annotation quality of the ""non-trained"" annotators increase towards the end of the study too?",8
NE5B69XTPI25X7F,460,920,Domain Expert,"The main idea of this paper is to train annotators by sorting annotations by e.g. their difficulty so that they are gradually  introduced to the annotation project. Do you think that is a reasonable idea?
 Facts: 
1. The goal is to gradually introduce annotators into the task by ordering instances that are annotated according to a learning curriculum.
",1
NE5B69XTPI25X7F,460,920,Domain Expert,"We conducted a carefully constructed user study with 40 participants that showed improvements using our methods compared to not sorting and we saw no big impact in annotation quality while reducing annotation speed. Does this answer your question?
 Facts: 
1. Finally, we apply our strategy and its best estimators in a carefully designed user study with 40 participants for annotating English tweets about the Covid-19 pandemic. 
2. The results show that annotators who receive the same instances in an optimized order require significantly less annotation time while retaining a high annotation quality. 
",3
NE5B69XTPI25X7F,460,920,Domain Expert,"This dataset is about misconceptions about Covid-19, e.g. that Ginger Ale can cure it. Annotators were presented a tweet that mentioned such a misconception and were asked to select the most fitting category from a list of 4. Do you think that is a good task to evaluate on? 
 Facts: 
1. Finally, a user study is conducted with 40 voluntary participants who are asked to identify the most fitting misconception for English tweets about the Covid-19 pandemic.
",5
NE5B69XTPI25X7F,460,920,Domain Expert,"We sort by difficulty where difficulty comes either from heuristics like readability or masked language model score or learn to regress annotation times. Do you think annotation time is a good proxy for difficulty?
 Facts: 
1. We instantiate AC with an ""easy-instancesfirst"" strategy and evaluate heuristic and interactively trained estimators on three English datasets that provide annotation time which we use as an approximation of the annotation difficulty for evaluation.
",7
NE5B69XTPI25X7F,460,920,Domain Expert,"The annotation quality stayed mostly the same on a high level for all groups, we just measured improvement in annotation time. Do you have any more question?
 Facts: 
1. The results show that annotators who receive the same instances in an optimized order require significantly less annotation time while retaining a high annotation quality.
",9
FK5UAVFJSESCG5X2IL,461,921,Proponent,"Hello, could you please tell me what is Annotation Curricula?",0
FK5UAVFJSESCG5X2IL,461,921,Proponent,Sounds good but I'm not sure. What kind of task does it use for?,2
FK5UAVFJSESCG5X2IL,461,921,Proponent,Sure tell me more about that.,4
FK5UAVFJSESCG5X2IL,461,921,Proponent,That's excellent. So how do you measure annotation quality?,6
FK5UAVFJSESCG5X2IL,461,921,Proponent,"Yes. And you also said you reduced annotation time, what's the baseline you compare to?",8
FK5UAVFJSESCG5X2IL,461,921,Proponent,"One last question, how many time did you reduce?",10
NE5B69XTPI25X7F,461,922,Domain Expert,"Annotation curricula mean that we sort the instances to be annotated by their difficulty to gradually introduce annotators to the task and data. Do you think that is a good idea?
 Facts: 
1. The goal is to gradually introduce annotators into the task by ordering instances that are annotated according to a learning curriculum.
",1
NE5B69XTPI25X7F,461,922,Domain Expert,"We use it to speed up annotation or sentence and paragraph level annotation tasks, e.g. POS, NER or sentence classification. We also conduct a user study for that. Do you want to hear more about the user study?
 Facts: 
1. this work formalizes annotation curricula for sentence-and paragraph-level annotation tasks
",3
NE5B69XTPI25X7F,461,922,Domain Expert,"We conduct a user study to test wheter annotation curricula work. The data is about selecting the most fitting misconception about Covid-19 from a list. We show that using our method significantly reduces annotation time while not hurting annotation quality. 
 Facts: 
1. Finally, a user study is conducted with 40 voluntary participants who are asked to identify the most fitting misconception for English tweets about the Covid-19 pandemic. 
",5
NE5B69XTPI25X7F,461,922,Domain Expert,"We have the gold labels, so we compute accuracy. Does this sound reasonable?
 Facts: 
1. The results show that annotators who receive the same instances in an optimized order require significantly less annotation time while retaining a high annotation quality. 
",7
NE5B69XTPI25X7F,461,922,Domain Expert,"Our user study has 40 participants some get annotation curriula and others get random orders. We also have a warmup phase with a fixed order that is the same for all groups. Do you have any questions left?
 Facts: 
1. Finally, a user study is conducted with 40 voluntary participants who are asked to identify the most fitting misconception for English tweets about the Covid-19 pandemic.
2. The results show that using a simple heuristic to order instances can already significantly reduce the total annotation time while preserving a high annotation quality. 
",9
NE5B69XTPI25X7F,461,922,Domain Expert,"We were able to reduce the time by around 20% when using gold order.
 Facts: 
1.  The results show that annotators who receive the same instances in an optimized order require significantly less annotation time while retaining a high annotation quality. 
",11
1OTOYRFX5WFOF1T,462,923,Proponent,What do you mean with low resource domain?,0
1OTOYRFX5WFOF1T,462,923,Proponent,"Interesting, I agree. So how does this approach work?",2
1OTOYRFX5WFOF1T,462,923,Proponent,"Can you provide a more specific answer, like what algorithms are used and how the support comes in? ",4
1OTOYRFX5WFOF1T,462,923,Proponent,Only partly. Are the spans identified by the model as well or by the user? ,6
1OTOYRFX5WFOF1T,462,923,Proponent,so the input is the selected span and the model provides a ranking for the labels?,8
1OTOYRFX5WFOF1T,462,923,Proponent,Sounds promising! So how well do the models perform?,10
1OTOYRFX5WFOF1T,462,923,Proponent,"It depends, improvement of 35% compared to what baseline?",12
1OTOYRFX5WFOF1T,462,923,Proponent,Could you quantify if there was any bias introduced due to the recommendations?,14
1OTOYRFX5WFOF1T,462,923,Proponent,But couldn't it be that users were wrongly biased towards what the model suggested?,16
NE5B69XTPI25X7F,462,924,Domain Expert,"We say low resource domains are domains were data is scare, e.g. because of the language or because of the content. In our case, that is old English texts. Is that what you also understand as low resource?
 Facts: 
1. Throughout this work, we focus on texts from digital humanities, to be more precise, texts written in Early Modern English texts, including poems, biographies, novels as well as legal documents. 
",1
NE5B69XTPI25X7F,462,924,Domain Expert,"We need to annotate data as it does not exist yet. As annotating is annoying, we support users with machine learning algorithms during that. Do you want to hear more about the support our system can provide?
 Facts: 
1. For this initial data creation step, we developed a novel Human-In-The-Loop (HITL) annotation approach.
2. We present a generic, KB-agnostic annotation approach for low-resource settings and provide a ready-to-use implementation so that researchers can easily annotate data for their use cases.
",3
NE5B69XTPI25X7F,462,924,Domain Expert,"We help users to find spans that contain named entities and we help them to select the right one from the knowledge base search by reranking. Models are trained interactively in the loop. Does this clarify things?
 Facts: 
1. We therefore present a novel domain-agnostic Human-In-The-Loop annotation approach: 
2. we use recommenders that suggest potential concepts and adaptive candidate ranking, thereby speeding up the overall annotation process and making it less tedious for users.
",5
NE5B69XTPI25X7F,462,924,Domain Expert,"The annotator is still in charge and needs to acutally select spans, the machine learning models are just there to give suggestions.
 Facts: 
1. we use recommenders that suggest potential concepts and adaptive candidate ranking
2. we therefore add interactive machine learning annotation support that helps the user find entities in the text
",7
NE5B69XTPI25X7F,462,924,Domain Expert,"For the reranking part, the user selects a span and then searches for the right entity. These are both used as inputs for the reranking.
 Facts: 
1. e use recommenders that suggest potential concepts and adaptive candidate ranking
2. we therefore add interactive machine learning annotation support that helps the user find entities in the text and select the correct knowledge base entries for them
",9
NE5B69XTPI25X7F,462,924,Domain Expert,"Using these in a user study, we measured an annotation time improvement of up to 35%. Do you think this is useful?
 Facts: 
1. We show that statistical machine learning models can be used in an interactive entity linking setting to improve annotation speed by over 35%.
",11
NE5B69XTPI25X7F,462,924,Domain Expert,"To not using annotation support. Do you have any more questions?
 Facts:
1. In a user study, the annotation speed improves by 35 % compared to annotating without interactive support; users report that they strongly prefer our system.",13
NE5B69XTPI25X7F,462,924,Domain Expert,"That we did not measure.
 Facts: 
1. In a user study, the annotation speed improves by 35 % compared to annotating without interactive support; users report that they strongly prefer our system.
",15
NE5B69XTPI25X7F,462,924,Domain Expert,"The model suggest spans, but it does only rerank the candidates, so while it could bias I do not think that it did much
 Facts: 
1. To improve annotation speed and quality, we therefore add interactive machine learning annotation support that helps the user find entities in the text and select the correct knowledge base entries for them. 
",17
